Filing Date,Docket Number,Regional Entity,Registered Entity,NCR ID (NERC Compliance Registry Identifier),Total Penalty ($) (The total penalty amount represents an aggregate amount for the filing; it does not represent an amount per violation.),NERC Violation ID,Reliability Standard,Req.,"Violation Risk Factor (Lower, Medium, High)","Risk Assessment (Minimal, Moderate, Serious)",Mitigation Completion Date,Notice of No Further Review Issued
4/30/2012,NP12-26-000,WECC,Public Service Company of Colorado,NCR05521,50000,WECC201002030,BAL-003-0.1b,R3,Medium ,,,X
4/30/2012,NP12-26-000,WECC,Public Service Company of Colorado,NCR05521,50000,WECC201002723,BAL-003-0.1b,R3,Medium ,,,X
4/30/2012,NP12-26-000,WECC,Public Service Company of Colorado,NCR05521,50000,WECC201002025,BAL-004-WECC-01 ,R2,Lower,,,X
4/30/2012,NP12-26-000,WECC,Public Service Company of Colorado,NCR05521,50000,WECC201102725,PRC-023-1 ,R1,High,,,X
4/30/2012,NP12-26-000,WECC,Public Service Company of Colorado,NCR05521,50000,WECC201102808,FAC-009-1,R1,Medium ,,,X
4/30/2012,NP12-26-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,27000,SPP201000278,CIP-006-1,R1,Medium,,,X
4/30/2012,NP12-26-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,27000,RFC201000366,CIP-006-1,R1,Medium,,,X
4/30/2012,NP12-26-000,RF,Unidentified Registered Entity,NCRXXXXX,27000,TRE201000180 ,CIP-006-1,R1,Medium,,,X
4/30/2012,NP12-26-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,27000,SPP200900156,CIP-007-1,R1,Medium,,,X
4/30/2012,NP12-26-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,27000,RFC200900327,CIP-007-1,R1,Medium,,,X
4/30/2012,NP12-26-000,RF,Unidentified Registered Entity,NCRXXXXX,27000,TRE201000225,CIP-007-1,R1,Medium,,,X
4/30/2012,NP12-26-000,NPCC,Unidentified Registered Entity,NCRXXXXX,25000,NPCC2011007269,CIP-005-1,R1; R1.5,Medium,,,X
4/30/2012,NP12-26-000,NPCC,Unidentified Registered Entity,NCRXXXXX,25000,NPCC2011007270,CIP-007-1,R3,Lower,,,X
4/30/2012,NP12-26-000,NPCC,Unidentified Registered Entity,NCRXXXXX,25000,NPCC2011007271,CIP-006-1,R1; R1.8,Lower,,,X
4/30/2012,NP12-26-000,NPCC,Unidentified Registered Entity,NCRXXXXX,25000,NPCC2011007272,CIP-007-1,R1; R1.1,Medium,,,X
4/30/2012,NP12-26-000,WECC,"Mt. Wheeler Power, Inc.",NCR05255,20000,WECC201102900,PRC-005-1,R2 (R2.1 and R2.2),High,,,X
4/30/2012,NP12-26-000,RF,Duquesne Light Company,NCR00762,18000,RFC2011001090,FAC-009-1,R1,Medium,,,X
4/30/2012,NP12-26-000,RF,Duquesne Light Company,NCR00762,18000,RFC2011001091,PRC-023-1,R1; R1.1,High,,,X
4/30/2012,NP12-26-000,WECC,Unidentified Registered Entity,NCRXXXXX,17300,WECC201102977,CIP-005-3,R5 (R5.1),Lower,,,X
4/30/2012,NP12-26-000,WECC,Unidentified Registered Entity,NCRXXXXX,17300,WECC201102983,CIP-007-3,R9,Lower,,,X
4/30/2012,NP12-26-000,Texas RE,Oncor Electric Delivery Company LLC,NCR04109,15000,TRE201000280,PRC-005-1,R2,Lower,,,X
4/30/2012,NP12-26-000,Texas RE,Oncor Electric Delivery Company LLC,NCR04109,15000,TRE201000282,PRC-008-0,R2,Medium,,,X
4/30/2012,NP12-26-000,Texas RE,Oncor Electric Delivery Company LLC,NCR04109,15000,TRE201000286,PRC-017-0,R2,Lower,,,X
4/30/2012,NP12-26-000,RF,Unidentified Registered Entity,NCRXXXXX,12000,RFC201100854,CIP-009-1,R1,Medium,,,X
4/30/2012,NP12-26-000,RF,Unidentified Registered Entity,NCRXXXXX,12000,RFC201100922,CIP-005-1,R3.2,Medium,,,X
4/30/2012,NP12-26-000,RF,Unidentified Registered Entity,NCRXXXXX,12000,RFC201100923,CIP-007-1,R2,Medium,,,X
4/30/2012,NP12-26-000,RF,Unidentified Registered Entity,NCRXXXXX,12000,RFC201100924,CIP-007-1,R5; R5.2.2;  R5.3,Lower,,,X
4/30/2012,NP12-24-000,SERC,East Kentucky Power Cooperative,NCR01225,12000,SERC201000539,BAL-005-0.1b,R6,Medium,,,X
4/30/2012,NP12-26-000,WECC,Pacific Gas and Electric Company,NCR05299,8000,WECC201102529,FAC-009-1,R1,Medium,,,X
4/30/2012,NP12-26-000,NPCC,Unidentified Registered Entity,NCRXXXXX,8000,NPCC2011007731,CIP-005-2 ,R3; R3.2,Medium,,,X
4/30/2012,NP12-26-000,NPCC,Unidentified Registered Entity,NCRXXXXX,8000,NPCC2011007732,CIP-007-1,R5; R5.2.1; R5.3.2; R5.3.3,Medium,,,X
4/30/2012,NP12-26-000,NPCC,Unidentified Registered Entity,NCRXXXXX,8000,NPCC2011008068,CIP-007-1,R5; R5.2.2,Lower,,,X
4/30/2012,NP12-26-000,MRO,Unidentified Registered Entity,NCRXXXXX,6000,MRO201100249,CIP-009-1,R1,Medium,,,X
4/30/2012,NP12-26-000,WECC,"PPL Montana, LLC",NCR05329,4000,WECC2011008710,VAR-002-1.1b,R3,Medium,,,X
4/30/2012,NP12-26-000,WECC,Public Utility District No. 1 of Chelan County,NCR05338,4000,WECC2011009033,PRC-023-1,R1,High,,,X
4/30/2012,NP12-26-000,RF,EcoGrove Wind LLC,NCR10305,2000,RFC201100953,PRC-001-1,R3; R3.1,High,,,X
4/30/2012,NP12-26-000,RF,EcoGrove Wind LLC,NCR10305,2000,RFC201100955,VAR-002-1.1b,R1,Medium,,,X
4/30/2012,NP12-26-000,RF,EcoGrove Wind LLC,NCR10305,2000,RFC201100956,VAR-002-1.1b,R3; R3.1,Medium,,,X
4/30/2012,NP12-26-000,RF,"Camp Grove Wind Farm, LLC",NCR00214,1800,RFC2011001096,VAR-002-1.1a,R2,Medium,,,X
4/30/2012,NP12-26-000,NPCC,AES Thames LLC,NCR10048,0,NPCC2012009196,PRC-005-1,R1,High,,,X
4/30/2012,NP12-26-000,NPCC,AES Thames LLC ,NCR10048,0,NPCC2011007568,PRC-005-1,R2; R2.1; R2.2,High,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP201100544,VAR-002-1.1b,R3,Medium,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP201000258,TOP-002-2a,R11,Medium,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP201000367,PRC-004-1,R1,High,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP201000368,PRC-004-1,R2,High,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP201000369,TOP-002-2a,R2,Medium,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP201000375,VAR-001-1,R1,High,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP201000440,TOP-004-2,R6,Medium,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP201100454,FAC-003-1,R1,High,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP201100455,FAC-003-1,R2,High,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP201100457,PRC-008-0,R1,Medium,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP200900075,EOP-008-0,R1.5,Medium,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP200900076,EOP-008-0,R1.6,Medium,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP201100541,VAR-001-1,R6,Medium,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP201000256,PRC-005-1,R1,High,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP201100543,VAR-002-1.1b,R2,Medium,,,X
3/30/2012,NP12-21-000,SPP RE,Sunflower Electric Power Corporation,NCR01148,135000,SPP201100542,VAR-002-1.1b,R1,Medium,,,X
3/30/2012,NP12-19-000,SPP RE,"American Electric Power Service Corp. as agent for Public Svc. Co. of Oklahoma & SW Electric
Power Co.",NCR01056,90000,SPP201000356,FAC-003-1,R2,High,,,X
3/30/2012,NP12-20-000,WECC,Unidentified Registered Entity,NCRXXXXX,60000,WECC201102843,PRC-023-1,R1,High,,,X
3/30/2012,NP12-20-000,WECC,Unidentified Registered Entity,NCRXXXXX,60000,WECC201002383,CIP-002-1,R1,Medium,,,X
3/30/2012,NP12-20-000,WECC,Unidentified Registered Entity,NCRXXXXX,60000,WECC201002384,CIP-002-1,R2,High,,,X
3/30/2012,NP12-20-000,WECC,Unidentified Registered Entity,NCRXXXXX,60000,WECC201002385,CIP-002-1,R3,High,,,X
3/30/2012,NP12-20-000,WECC,Unidentified Registered Entity,NCRXXXXX,60000,WECC201002386,CIP-002-1,R4,Lower,,,X
3/30/2012,NP12-20-000,WECC,Unidentified Registered Entity,NCRXXXXX,60000,WECC201102417,CIP-003-1,R2,Medium,,,X
3/30/2012,NP12-20-000,WECC,Unidentified Registered Entity,NCRXXXXX,60000,WECC201102444,FAC-008-1,R1,Lower,,,X
3/30/2012,NP12-20-000,WECC,Unidentified Registered Entity,NCRXXXXX,60000,WECC201102408,PRC-005-1,R1,High,,,X
3/30/2012,NP12-20-000,WECC,Unidentified Registered Entity,NCRXXXXX,60000,WECC201102429,PRC-005-1,R2,High,,,X
3/30/2012,NP12-20-000,WECC,Unidentified Registered Entity,NCRXXXXX,60000,WECC201102703,CIP-001-1,R1,Medium,,,X
3/30/2012,NP12-20-000,WECC,Unidentified Registered Entity,NCRXXXXX,60000,WECC201102702,CIP-001-1,R2,Medium,,,X
3/30/2012,NP12-20-000,WECC,Unidentified Registered Entity,NCRXXXXX,60000,WECC201102842,FAC-003-1,R1,High,,,X
3/30/2012,NP12-20-000,WECC,Unidentified Registered Entity,NCRXXXXX,60000,WECC201102699,FAC-003-1,R2,High,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000234,CIP-002-1,R2,High,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000236,CIP-003-1,R1,Medium,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000238,CIP-004-1,R2; R2.2.1; R2.2.4; R2.3,Medium,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000239,CIP-004-1,R4; R4.2,Lower,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000240,CIP-007-1,R1.3,Lower,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000241,CIP-007-1,R5.2,Lower,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000242,CIP-007-1,R5.3,Lower,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000243,CIP-008-1,R1,Lower,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000244,CIP-009-1,R1,Medium,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000259,CIP-009-1,R2,Lower,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000345,CIP-005-1,R2; R2.2; R2.4,Medium,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000346,CIP-005-1,R3; R3.2,Medium,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000348,CIP-005-1,R5; R5.1,Lower,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000349,CIP-007-1,R1.3,Lower,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000352,CIP-007-1,R4; R4.1; R4.2,Medium,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000353,CIP-007-1,R5; R5.1.3; R5.3,Medium,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000354,CIP-007-1,R6; R6.1; R6.2; R6.5,Medium,,,X
3/30/2012,NP12-22-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,12000,SPP201000441,CIP-003-1,R3,Lower,,,X
3/30/2012,NP12-22-000,NPCC,Unidentified Registered Entity,NCRXXXXX,10000,NPCC201000219,CIP-006-2,R5,Medium,,,X
3/30/2012,NP12-22-000,NPCC,Unidentified Registered Entity,NCRXXXXX,10000,NPCC201000220,CIP-002-2,R3,Medium,,,X
3/30/2012,NP12-22-000,NPCC,Unidentified Registered Entity,NCRXXXXX,10000,NPCC201100247,CIP-006-2,R2,Medium,,,X
3/30/2012,NP12-22-000,NPCC,Unidentified Registered Entity,NCRXXXXX,10000,NPCC201100248,CIP-007-1,R2,Medium,,,X
3/30/2012,NP12-22-000,WECC,Unidentified Registered Entity,NCRXXXXX,8000,WECC201002076,CIP-006-1,R3,Medium,,,X
3/30/2012,NP12-22-000,WECC,Unidentified Registered Entity,NCRXXXXX,8000,WECC201002138,PRC-023-1,R2,Medium,,,X
3/30/2012,NP12-22-000,RF,"West Penn Power Company,
Monongahela Power Company, and The Potomac Edison Company, dba Allegheny Power [DP, LSE, TO]",NCR02602,7500,RFC2011001066,PRC-023-1,R1,High,,,X
3/30/2012,NP12-22-000,RF,Grand Ridge Energy LLC,NCR10306,7500,RFC201100990,PRC-005-1,R1,High,,,X
3/30/2012,NP12-22-000,RF,Grand Ridge Energy LLC,NCR10306,7500,RFC201100991,PRC-005-1,R2,High,,,X
3/30/2012,NP12-22-000,SERC,Sabine River Authority of TX/LA,NCR01305,7500,SERC201000588,FAC-008-1,R1; R1.2.1,Medium,,,X
3/30/2012,NP12-22-000,SERC,Sabine River Authority of TX/LA,NCR01305,7500,SERC201000602,FAC-009-1,R1,Medium,,,X
3/30/2012,NP12-22-000,RF,Beech Ridge Energy LLC,NCR11040,6000,RFC201100940,VAR-002-1.1b,R1,Medium,,,X
3/30/2012,NP12-22-000,RF,Beech Ridge Energy LLC,NCR11040,6000,RFC201100941,VAR-002-1.1b,R3,Medium,,,X
3/30/2012,NP12-22-000,RF,Grand Ridge Energy II LLC,NCR11029,3800,RFC2011001254,PRC-005-1,R1,High,,,X
3/30/2012,NP12-22-000,RF,Grand Ridge Energy II LLC,NCR11029,3800,RFC2011001255,PRC-005-1,R2,High,,,X
3/30/2012,NP12-22-000,RF,Grand Ridge Energy III LLC,NCR11030,3700,RFC2011001256,PRC-005-1,R1,High,,,X
3/30/2012,NP12-22-000,RF,Grand Ridge Energy III LLC,NCR11030,3700,RFC2011001257,PRC-005-1,R2,High,,,X
3/30/2012,NP12-22-000,Texas RE,"Silver Star I Power Partners, LLC",NCR10235,2000,TRE201000275,PRC-005-1,R2,Lower,,,X
3/30/2012,NP12-22-000,RF,Grand Ridge Energy IV LLC,NCR11031,800,RFC2011001258,PRC-005-1,R1,High,,,X
3/30/2012,NP12-22-000,RF,Grand Ridge Energy IV LLC,NCR11031,800,RFC2011001259,PRC-005-1,R2,High,,,X
3/30/2012,NP12-22-000,WECC,Northern California Power Agency,NCR05278,500,WECC201102913,VAR-002-1.1b ,R2,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901611,COM-001-1,R1,High,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901612,COM-001-1,R2,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901613 ,COM-001-1,R3,Lower,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901614,COM-001-1,R5,Lower,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901615,EOP-001-0,R3,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901616 ,EOP-001-0,R4,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901617,EOP-001-0,R5,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901618, EOP-001-0,R6,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901660,EOP-005-1,R1,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901661,EOP-005-1,R3,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901662,EOP-005-1,R4,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901663,EOP-005-1,R5,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901664,EOP-005-1,R6,High,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901665,EOP-005-1,R7,High,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901657 ,EOP-008-0,R1,High,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901765,PER-002-0,R1,High,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901766,PER-002-0,R2,High,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901767,PER-002-0,R3,High,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901768,PER-002-0,R4,High,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901536,PER-003-0,R1,High,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901540,TOP-002-2,R1,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901541,TOP-002-2,R2,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901542,TOP-002-2,R4,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901543,TOP-002-2,R5,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901544,TOP-002-2,R6,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901545,TOP-002-2,R10,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901546,TOP-002-2,R11,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901547,TOP-002-2,R16,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901548 ,TOP-002-2,R17,High,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901549,TOP-002-2,R19,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901537 ,TOP-003-0,R1,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901539,TOP-003-0,R3,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901441 ,TOP-004-2,R6,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901770,VAR-001-1,R3,Lower,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901771 ,VAR-001-1,R6,Medium,,,X
3/30/2012,NP12-22-000,WECC,Eugene Water & Electric Board,NCR05153,0,WECC200901772,VAR-001-1,R11,Lower,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901338  ,COM-001-1,R2,Medium,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901339     ,COM-001-1,R5,Lower,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901340 ,EOP-001-0,R3,Medium,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901341,EOP-001-0,R6,Medium,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901342,EOP-001-0,R7,Medium,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901384,EOP-005-1,R1,Medium,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901385,EOP-005-1,R3,Medium,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901386,EOP-005-1,R4,Medium,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901387,EOP-005-1,R5,Medium,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901388,EOP-005-1,R6,High,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901389,EOP-005-1,R7,High,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901390 ,EOP-008-0,R1,High,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901391,PER-002-0,R1,High,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901392,PER-002-0,R2,High,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901393,PER-002-0,R3,High,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901394,PER-002-0,R4,High,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901325,PER-003-0,R1,High,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901533,TOP-002-2,R2,Medium,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901534 ,TOP-002-2,R5,Medium,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901535,TOP-002-2,R18,Medium,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901530,TOP-004-2,R2,High,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901531,TOP-004-2,R3,High,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901532,TOP-004-2,R6,Medium,,,X
3/30/2012,NP12-22-000,WECC,Public Utility District No. 1 of Snohomish County,NCR05335,0,WECC200901529,TOP-006-1,R3,Medium,,,X
2/29/2012,NP12-15-000,SPP RE,KCPL - Greater Missouri Operations,NCR01058,400000,SPP200900177,VAR-001-1,R9,High,,,X
2/29/2012,NP12-15-000,SPP RE,KCPL - Greater Missouri Operations,NCR01058,400000,SPP200900176,VAR-001-1,R2,High,,,X
2/29/2012,NP12-15-000,SPP RE,KCPL - Greater Missouri Operations,NCR01058,400000,SPP200900175,TOP-008-1,R4,Medium,,,X
2/29/2012,NP12-15-000,SPP RE,KCPL - Greater Missouri Operations,NCR01058,400000,SPP200900174,TOP-008-1,R2,High,,,X
2/29/2012,NP12-15-000,SPP RE,KCPL - Greater Missouri Operations,NCR01058,400000,SPP200900173,TOP-004-2,R2,High,,,X
2/29/2012,NP12-15-000,SPP RE,KCPL - Greater Missouri Operations,NCR01058,400000,SPP200900172,TOP-004-2,R1,High,,,X
2/29/2012,NP12-15-000,SPP RE,KCPL - Greater Missouri Operations,NCR01058,400000,SPP200900171,TOP-002-2,R11,Medium,,,X
2/29/2012,NP12-16-000,WECC,Unidentified Registered Entity,NCRXXXXX,80000,WECC201002197,CIP-004-1,R4,Medium,,,X
2/29/2012,NP12-16-000,WECC,Unidentified Registered Entity,NCRXXXXX,80000,WECC201002195,CIP-004-1,R2,Medium,,,X
2/29/2012,NP12-16-000,WECC,Unidentified Registered Entity,NCRXXXXX,80000,WECC201002196,CIP-004-1,R3,Medium,,,X
2/29/2012,NP12-16-000,WECC,Unidentified Registered Entity,NCRXXXXX,80000,WECC200902054,INT-006-2,R1,Lower,,,X
2/29/2012,NP12-16-000,WECC,Unidentified Registered Entity,NCRXXXXX,80000,WECC201102378,TOP-005-1,R1,Medium,,,X
2/29/2012,NP12-16-000,WECC,Unidentified Registered Entity,NCRXXXXX,80000,WECC201002334,PRC-023-1,R1,High,,,X
2/29/2012,NP12-18-000,RF,Unidentified Registered Entity,NCRXXXXX,65000,RFC201100830,CIP-004-1,R2; R2.1; R2.3,"Medium, Lower",,,X
2/29/2012,NP12-18-000,RF,Unidentified Registered Entity,NCRXXXXX,65000,RFC201100831,CIP-004-1,R3; R3.1; R3.3,Lower,,,X
2/29/2012,NP12-18-000,RF,Unidentified Registered Entity,NCRXXXXX,65000,RFC201100832,CIP-004-1,R4; R4.1; R4.2,"Lower, Medium",,,X
2/29/2012,NP12-18-000,RF,Unidentified Registered Entity,NCRXXXXX,65000,RFC201100833,CIP-006-3c,R1; R1.6,Medium,,,X
2/29/2012,NP12-18-000,RF,Unidentified Registered Entity,NCRXXXXX,65000,RFC201100834,CIP-006-1,R2; R2.2,Medium,,,X
2/29/2012,NP12-18-000,RF,Unidentified Registered Entity,NCRXXXXX,65000,RFC201100835,CIP-006-1,R5,Medium,,,X
2/29/2012,NP12-18-000,RF,Unidentified Registered Entity,NCRXXXXX,55000,RFC201100778,CIP-006-2c,R2; R2.2,Medium,,,X
2/29/2012,NP12-18-000,RF,Unidentified Registered Entity,NCRXXXXX,55000,RFC201100779,CIP-007-2a,R2,Medium,,,X
2/29/2012,NP12-18-000,RF,Unidentified Registered Entity,NCRXXXXX,55000,RFC201100913,CIP-005-2,R1; R1.5,Medium,,,X
2/29/2012,NP12-18-000,RF,Unidentified Registered Entity,NCRXXXXX,55000,RFC201100915,CIP-006-2,R3,Medium,,,X
2/29/2012,NP12-18-000,RF,Unidentified Registered Entity,NCRXXXXX,55000,RFC201100917,CIP-006-2,R8,Medium,,,X
2/29/2012,NP12-18-000,RF,Unidentified Registered Entity,NCRXXXXX,55000,RFC201100918,CIP-007-2,R1,Lower,,,X
